Time Step,Time Stamp,Electric Load (kW),PV power (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
314,2017-01-14 01:00:00,6,0,6,0,,0,0,,0,0,,,0.9,
315,2017-01-14 02:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
316,2017-01-14 03:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
317,2017-01-14 04:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.9,
318,2017-01-14 05:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.9,
319,2017-01-14 06:00:00,6.4,0,6.4,0,,0,0,,0,0,,,0.9,
320,2017-01-14 07:00:00,3.1,0,3.1,0,,0,0,,0,0,,,0.9,
321,2017-01-14 08:00:00,6.5,0.1,6.4,0.1,,0,0,,0,0,,,0.9,
322,2017-01-14 09:00:00,6.5,0,6.5,0,,0,0,,0,0,,,0.9,
323,2017-01-14 10:00:00,14.1,1.1,13,1.1,,0,0,,0,0,,,0.9,
324,2017-01-14 11:00:00,14.1,2,12.1,2,,0,0,,0,0,,,0.9,
325,2017-01-14 12:00:00,19.1,1.7,17.5,1.7,,0,0,,0,0,,,0.9,
326,2017-01-14 13:00:00,19.1,8.2,10.9,8.2,,0,0,,0,0,,,0.9,
327,2017-01-14 14:00:00,19.1,2.4,16.7,2.4,,0,0,,0,0,,,0.9,
328,2017-01-14 15:00:00,19.1,0.9,18.2,0.9,,0,0,,0,0,,,0.9,
329,2017-01-14 16:00:00,19.1,0,19.1,0,,0,0,,0,0,,,0.9,
330,2017-01-14 17:00:00,17.2,0,17.2,0,,0,0,,0,0,,,0.9,
331,2017-01-14 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,0.9,
332,2017-01-14 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
333,2017-01-14 20:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.9,
334,2017-01-14 21:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.9,
335,2017-01-14 22:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.9,
336,2017-01-14 23:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.9,
337,2017-01-15 00:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
338,2017-01-15 01:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.9,
339,2017-01-15 02:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.9,
340,2017-01-15 03:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.9,
341,2017-01-15 04:00:00,6.4,0,6.4,0,,0,0,,0,0,,,0.9,
342,2017-01-15 05:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.9,
343,2017-01-15 06:00:00,6.4,0,6.4,0,,0,0,,0,0,,,0.9,
344,2017-01-15 07:00:00,3.1,0,3.1,0,,0,0,,0,0,,,0.9,
345,2017-01-15 08:00:00,6.5,0,6.5,0,,0,0,,0,0,,,0.9,
346,2017-01-15 09:00:00,6.5,0.7,5.8,0.7,,0,0,,0,0,,,0.9,
347,2017-01-15 10:00:00,14.1,3.3,10.8,3.3,,0,0,,0,0,,,0.9,
348,2017-01-15 11:00:00,14.1,5.8,8.3,5.8,,0,0,,0,0,,,0.9,
349,2017-01-15 12:00:00,19.1,31.2,0,19.1,,0,12.1,,0,0,,,1,
350,2017-01-15 13:00:00,19.1,12.1,7,12.1,,0,0,,0,0,,,1,
351,2017-01-15 14:00:00,19.1,4.7,14.4,4.7,,0,0,,0,0,,,1,
352,2017-01-15 15:00:00,19.1,0.3,18.9,0.3,,0,0,,0,0,,,1,
353,2017-01-15 16:00:00,19.1,1.2,17.9,1.2,,0,0,,0,0,,,1,
354,2017-01-15 17:00:00,17.2,0,17.2,0,,0,0,,0,0,,,1,
355,2017-01-15 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,
356,2017-01-15 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
357,2017-01-15 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
358,2017-01-15 21:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
359,2017-01-15 22:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
360,2017-01-15 23:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
361,2017-01-16 00:00:00,6,0,6,0,,0,0,,0,0,,,1,
362,2017-01-16 01:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
363,2017-01-16 02:00:00,6.2,0,6.2,0,,0,0,,0,0,,,1,
364,2017-01-16 03:00:00,6.4,0,6.4,0,,0,0,,0,0,,,1,
365,2017-01-16 04:00:00,6.3,0,6.3,0,,0,0,,0,0,,,1,
366,2017-01-16 05:00:00,6.5,0,6.5,0,,0,0,,0,0,,,1,
367,2017-01-16 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
368,2017-01-16 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
369,2017-01-16 08:00:00,16.6,2.1,14.5,2.1,,0,0,,0,0,,,1,
370,2017-01-16 09:00:00,26.2,7.5,18.7,7.5,,0,0,,0,0,,,1,
371,2017-01-16 10:00:00,26.2,13.1,13.1,13.1,,0,0,,0,0,,,1,
372,2017-01-16 11:00:00,26.2,17.2,8.9,17.2,,0,0,,0,0,,,1,
373,2017-01-16 12:00:00,26.2,22.6,3.6,22.6,,0,0,,0,0,,,1,
374,2017-01-16 13:00:00,26.2,13.1,13.1,13.1,,0,0,,0,0,,,1,
375,2017-01-16 14:00:00,26.2,2.9,23.3,2.9,,0,0,,0,0,,,1,
376,2017-01-16 15:00:00,26.2,0.8,25.3,0.8,,0,0,,0,0,,,1,
377,2017-01-16 16:00:00,26.2,0,26.2,0,,0,0,,0,0,,,1,
378,2017-01-16 17:00:00,29.3,0,29.3,0,,0,0,,0,0,,,1,
379,2017-01-16 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
380,2017-01-16 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
381,2017-01-16 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
382,2017-01-16 21:00:00,9.4,0,9.4,0,,0,0,,0,0,,,1,
383,2017-01-16 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
384,2017-01-16 23:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
385,2017-01-17 00:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
386,2017-01-17 01:00:00,6,0,6,0,,0,0,,0,0,,,1,
387,2017-01-17 02:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
388,2017-01-17 03:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
389,2017-01-17 04:00:00,6.2,0,6.2,0,,0,0,,0,0,,,1,
390,2017-01-17 05:00:00,6.3,0,6.3,0,,0,0,,0,0,,,1,
391,2017-01-17 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
392,2017-01-17 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
393,2017-01-17 08:00:00,16.6,0,16.6,0,,0,0,,0,0,,,1,
394,2017-01-17 09:00:00,26.2,0.3,25.9,0.3,,0,0,,0,0,,,1,
395,2017-01-17 10:00:00,26.2,0.7,25.4,0.7,,0,0,,0,0,,,1,
396,2017-01-17 11:00:00,26.2,4,22.1,4,,0,0,,0,0,,,1,
397,2017-01-17 12:00:00,26.2,4.8,21.4,4.8,,0,0,,0,0,,,1,
398,2017-01-17 13:00:00,26.2,5.8,20.4,5.8,,0,0,,0,0,,,1,
399,2017-01-17 14:00:00,26.2,0,26.1,0,,0,0,,0,0,,,1,
400,2017-01-17 15:00:00,26.2,0,26.2,0,,0,0,,0,0,,,1,
401,2017-01-17 16:00:00,26.2,2.5,23.6,2.5,,0,0,,0,0,,,1,
402,2017-01-17 17:00:00,29.3,0,29.3,0,,0,0,,0,0,,,1,
403,2017-01-17 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
404,2017-01-17 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
405,2017-01-17 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
406,2017-01-17 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
407,2017-01-17 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
408,2017-01-17 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
409,2017-01-18 00:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
410,2017-01-18 01:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
411,2017-01-18 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
412,2017-01-18 03:00:00,6,0,6,0,,0,0,,0,0,,,1,
413,2017-01-18 04:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
414,2017-01-18 05:00:00,6,0,6,0,,0,0,,0,0,,,1,
415,2017-01-18 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
416,2017-01-18 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
417,2017-01-18 08:00:00,16.6,0,16.6,0,,0,0,,0,0,,,1,
418,2017-01-18 09:00:00,26.2,0.4,25.7,0.4,,0,0,,0,0,,,1,
419,2017-01-18 10:00:00,26.2,16.1,10.1,16.1,,0,0,,0,0,,,1,
420,2017-01-18 11:00:00,26.2,14.4,11.7,14.4,,0,0,,0,0,,,1,
421,2017-01-18 12:00:00,26.2,3.9,22.3,3.9,,0,0,,0,0,,,1,
422,2017-01-18 13:00:00,26.2,0.7,25.5,0.7,,0,0,,0,0,,,1,
423,2017-01-18 14:00:00,26.2,12.4,13.8,12.4,,0,0,,0,0,,,1,
424,2017-01-18 15:00:00,26.2,7.5,18.7,7.5,,0,0,,0,0,,,1,
425,2017-01-18 16:00:00,26.2,8.2,18,8.2,,0,0,,0,0,,,1,
426,2017-01-18 17:00:00,29.3,0,29.3,0,,0,0,,0,0,,,1,
427,2017-01-18 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
428,2017-01-18 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
429,2017-01-18 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
430,2017-01-18 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
431,2017-01-18 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
432,2017-01-18 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
433,2017-01-19 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
434,2017-01-19 01:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
435,2017-01-19 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
436,2017-01-19 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
437,2017-01-19 04:00:00,6,0,6,0,,0,0,,0,0,,,1,
438,2017-01-19 05:00:00,6,0,6,0,,0,0,,0,0,,,1,
439,2017-01-19 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
440,2017-01-19 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
441,2017-01-19 08:00:00,16.6,0.7,15.9,0.7,,0,0,,0,0,,,1,
442,2017-01-19 09:00:00,26.2,1,25.2,1,,0,0,,0,0,,,1,
443,2017-01-19 10:00:00,26.2,0,26.1,0,,0,0,,0,0,,,1,
444,2017-01-19 11:00:00,26.2,8.5,17.7,8.5,,0,0,,0,0,,,1,
445,2017-01-19 12:00:00,26.2,25.5,0.7,25.5,,0,0,,0,0,,,1,
446,2017-01-19 13:00:00,26.2,25.7,0.4,25.7,,0,0,,0,0,,,1,
447,2017-01-19 14:00:00,26.2,5.5,20.7,5.5,,0,0,,0,0,,,1,
448,2017-01-19 15:00:00,26.2,3.5,22.7,3.5,,0,0,,0,0,,,1,
449,2017-01-19 16:00:00,26.2,1.2,25,1.2,,0,0,,0,0,,,1,
450,2017-01-19 17:00:00,29.3,0,29.3,0,,0,0,,0,0,,,1,
451,2017-01-19 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
452,2017-01-19 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
453,2017-01-19 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
454,2017-01-19 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
455,2017-01-19 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
456,2017-01-19 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
457,2017-01-20 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
458,2017-01-20 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
459,2017-01-20 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
460,2017-01-20 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
461,2017-01-20 04:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
462,2017-01-20 05:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
463,2017-01-20 06:00:00,8.8,0,8.8,0,,0,0,,0,0,,,1,
464,2017-01-20 07:00:00,7.2,0,7.2,0,,0,0,,0,0,,,1,
465,2017-01-20 08:00:00,11.6,0,11.6,0,,0,0,,0,0,,,1,
466,2017-01-20 09:00:00,19.1,5.3,13.8,5.3,,0,0,,0,0,,,1,
467,2017-01-20 10:00:00,26.2,0.7,25.5,0.7,,0,0,,0,0,,,1,
468,2017-01-20 11:00:00,26.2,3.4,22.7,3.4,,0,0,,0,0,,,1,
469,2017-01-20 12:00:00,26.2,1.1,25,1.1,,0,0,,0,0,,,1,
470,2017-01-20 13:00:00,26.2,3.1,23,3.1,,0,0,,0,0,,,1,
471,2017-01-20 14:00:00,26.2,9.3,16.8,9.3,,0,0,,0,0,,,1,
472,2017-01-20 15:00:00,26.2,2.3,23.9,2.3,,0,0,,0,0,,,1,
473,2017-01-20 16:00:00,26.2,5.1,21.1,5.1,,0,0,,0,0,,,1,
474,2017-01-20 17:00:00,29.3,0,29.3,0,,0,0,,0,0,,,1,
475,2017-01-20 18:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
476,2017-01-20 19:00:00,15.4,0,15.4,0,,0,0,,0,0,,,1,
477,2017-01-20 20:00:00,15.4,0,12.3,0,,3.1,0,,0,0,,,1,
478,2017-01-20 21:00:00,10.3,0,10.3,0,,0,0,,0,0,,,1,
479,2017-01-20 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
480,2017-01-20 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
481,2017-01-21 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
482,2017-01-21 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
483,2017-01-21 02:00:00,5.6,0,5.6,0,,0,0,,0,0,,,1,
484,2017-01-21 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
485,2017-01-21 04:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
486,2017-01-21 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
487,2017-01-21 06:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
488,2017-01-21 07:00:00,2.8,0,2.8,0,,0,0,,0,0,,,1,
489,2017-01-21 08:00:00,6.5,0.9,5.6,0.9,,0,0,,0,0,,,1,
490,2017-01-21 09:00:00,6.5,7.4,0,6.5,,0,0.9,,0,0,,,1,
491,2017-01-21 10:00:00,14.1,6.9,7.2,6.9,,0,0,,0,0,,,1,
492,2017-01-21 11:00:00,14.1,8.3,5.8,8.3,,0,0,,0,0,,,1,
493,2017-01-21 12:00:00,19.1,17.6,1.6,17.6,,0,0,,0,0,,,1,
494,2017-01-21 13:00:00,19.1,21.6,0,19.1,,0,2.5,,0,0,,,1,
495,2017-01-21 14:00:00,19.1,3.2,16,3.2,,0,0,,0,0,,,1,
496,2017-01-21 15:00:00,19.1,5.4,13.7,5.4,,0,0,,0,0,,,1,
497,2017-01-21 16:00:00,19.1,2.8,16.3,2.8,,0,0,,0,0,,,1,
498,2017-01-21 17:00:00,17.2,0,17.2,0,,0,0,,0,0,,,1,
499,2017-01-21 18:00:00,12.8,0,12.8,0,,0,0,,0,0,,,1,
500,2017-01-21 19:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
501,2017-01-21 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
502,2017-01-21 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
503,2017-01-21 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
504,2017-01-21 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
505,2017-01-22 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
506,2017-01-22 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
507,2017-01-22 02:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
508,2017-01-22 03:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
509,2017-01-22 04:00:00,6,0,6,0,,0,0,,0,0,,,1,
510,2017-01-22 05:00:00,6.3,0,6.3,0,,0,0,,0,0,,,1,
511,2017-01-22 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
512,2017-01-22 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
513,2017-01-22 08:00:00,16.6,0.9,15.7,0.9,,0,0,,0,0,,,1,
514,2017-01-22 09:00:00,26.2,6.6,19.6,6.6,,0,0,,0,0,,,1,
515,2017-01-22 10:00:00,26.2,1.3,24.9,1.3,,0,0,,0,0,,,1,
516,2017-01-22 11:00:00,26.2,1.7,24.5,1.7,,0,0,,0,0,,,1,
517,2017-01-22 12:00:00,26.2,1.8,24.3,1.8,,0,0,,0,0,,,1,
518,2017-01-22 13:00:00,26.2,1.7,24.5,1.7,,0,0,,0,0,,,1,
519,2017-01-22 14:00:00,26.2,1.3,24.9,1.3,,0,0,,0,0,,,1,
520,2017-01-22 15:00:00,26.2,0.7,25.4,0.7,,0,0,,0,0,,,1,
521,2017-01-22 16:00:00,26.2,0,26.2,0,,0,0,,0,0,,,1,
522,2017-01-22 17:00:00,29.3,0,29.3,0,,0,0,,0,0,,,1,
523,2017-01-22 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
524,2017-01-22 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
525,2017-01-22 20:00:00,20.4,0,20.4,0,,0,0,,0,0,,,1,
526,2017-01-22 21:00:00,9.4,0,9.4,0,,0,0,,0,0,,,1,
527,2017-01-22 22:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
528,2017-01-22 23:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
529,2017-01-23 00:00:00,6.3,0,6.3,0,,0,0,,0,0,,,1,
530,2017-01-23 01:00:00,6.4,0,6.4,0,,0,0,,0,0,,,1,
531,2017-01-23 02:00:00,6.5,0,6.5,0,,0,0,,0,0,,,1,
532,2017-01-23 03:00:00,6.6,0,6.6,0,,0,0,,0,0,,,1,
533,2017-01-23 04:00:00,6.5,0,6.5,0,,0,0,,0,0,,,1,
534,2017-01-23 05:00:00,6.6,0,6.6,0,,0,0,,0,0,,,1,
535,2017-01-23 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
536,2017-01-23 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
537,2017-01-23 08:00:00,16.6,0,8.4,0,,8.2,0,,0,0,,,0.9,
538,2017-01-23 09:00:00,26.2,0.3,10.2,0.3,,15.7,0,,0,0,,,0.8,
539,2017-01-23 10:00:00,26.2,7.9,2.6,7.9,,15.7,0,,0,0,,,0.6,
540,2017-01-23 11:00:00,26.2,41.1,0,26.2,,0,14.9,,0,0,,,0.7,
541,2017-01-23 12:00:00,26.2,42.3,0,26.2,,0,15.7,,0,0.4,,,0.9,
542,2017-01-23 13:00:00,26.2,39.7,0,26.2,,0,13.5,,0,0,,,1,
543,2017-01-23 14:00:00,26.2,26.1,0.1,26.1,,0,0,,0,0,,,1,
544,2017-01-23 15:00:00,26.2,0.3,25.8,0.3,,0,0,,0,0,,,1,
545,2017-01-23 16:00:00,26.2,8.6,17.5,8.6,,0,0,,0,0,,,1,
546,2017-01-23 17:00:00,28.7,0,19.4,0,,9.3,0,,0,0,,,0.9,
547,2017-01-23 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.7,
548,2017-01-23 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.6,
549,2017-01-23 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.4,
550,2017-01-23 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.4,
551,2017-01-23 22:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
552,2017-01-23 23:00:00,5.6,0,5.6,0,,0,0,,0,0,,,0.4,
553,2017-01-24 00:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.4,
554,2017-01-24 01:00:00,5.9,0,5.9,0,,0,0,,0,0,,,0.4,
555,2017-01-24 02:00:00,6.1,0,6.1,0,,0,0,,0,0,,,0.4,
556,2017-01-24 03:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.4,
557,2017-01-24 04:00:00,6.3,0,6.3,0,,0,0,,0,0,,,0.4,
558,2017-01-24 05:00:00,6.2,0,6.2,0,,0,0,,0,0,,,0.4,
559,2017-01-24 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,0.4,
560,2017-01-24 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,0.4,
561,2017-01-24 08:00:00,16.6,11.9,0,11.9,,4.7,0,,0,0,,,0.4,
562,2017-01-24 09:00:00,26.2,26.4,0,26.2,,0,0.2,,0,0,,,0.4,
563,2017-01-24 10:00:00,26.2,37.3,0,26.2,,0,11.1,,0,0,,,0.5,
564,2017-01-24 11:00:00,26.2,43.5,0,26.2,,0,15.7,,0,1.6,,,0.6,
565,2017-01-24 12:00:00,26.2,45.3,0,26.2,,0,15.7,,0,3.4,,,0.8,
566,2017-01-24 13:00:00,26.2,42.7,0,26.2,,0,15.7,,0,0.8,,,0.9,
567,2017-01-24 14:00:00,26.2,35.8,0,26.2,,0,9.6,,0,0,,,1,
568,2017-01-24 15:00:00,26.2,25,1.2,25,,0,0,,0,0,,,1,
569,2017-01-24 16:00:00,26.2,10.6,15.6,10.6,,0,0,,0,0,,,1,
570,2017-01-24 17:00:00,28.7,0,19.5,0,,9.2,0,,0,0,,,0.9,
571,2017-01-24 18:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.8,
572,2017-01-24 19:00:00,22.9,0,7.2,0,,15.7,0,,0,0,,,0.6,
573,2017-01-24 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.4,
574,2017-01-24 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.4,
575,2017-01-24 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
576,2017-01-24 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
577,2017-01-25 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
578,2017-01-25 01:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
579,2017-01-25 02:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.4,
580,2017-01-25 03:00:00,5.7,0,5.7,0,,0,0,,0,0,,,0.4,
581,2017-01-25 04:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.4,
582,2017-01-25 05:00:00,5.8,0,5.8,0,,0,0,,0,0,,,0.4,
583,2017-01-25 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,0.4,
584,2017-01-25 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,0.4,
585,2017-01-25 08:00:00,16.6,12.3,0,12.3,,4.3,0,,0,0,,,0.4,
586,2017-01-25 09:00:00,26.2,26.8,0,26.2,,0,0.6,,0,0,,,0.4,
587,2017-01-25 10:00:00,26.2,37.1,0,26.2,,0,10.9,,0,0,,,0.5,
588,2017-01-25 11:00:00,26.2,42.9,0,26.2,,0,15.7,,0,1,,,0.6,
589,2017-01-25 12:00:00,26.2,44.4,0,26.2,,0,15.7,,0,2.5,,,0.8,
590,2017-01-25 13:00:00,26.2,41.9,0,26.2,,0,15.7,,0,0,,,0.9,
591,2017-01-25 14:00:00,26.2,35,0,26.2,,0,8.8,,0,0,,,1,
592,2017-01-25 15:00:00,26.2,16.9,9.3,16.9,,0,0,,0,0,,,1,
593,2017-01-25 16:00:00,26.2,4.1,22.1,4.1,,0,0,,0,0,,,1,
594,2017-01-25 17:00:00,28.7,0,28.7,0,,0,0,,0,0,,,1,
595,2017-01-25 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
596,2017-01-25 19:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
597,2017-01-25 20:00:00,20.4,0,18.7,0,,1.7,0,,0,0,,,1,
598,2017-01-25 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,1,
599,2017-01-25 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
600,2017-01-25 23:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
601,2017-01-26 00:00:00,5.5,0,5.5,0,,0,0,,0,0,,,1,
602,2017-01-26 01:00:00,5.7,0,5.7,0,,0,0,,0,0,,,1,
603,2017-01-26 02:00:00,5.8,0,5.8,0,,0,0,,0,0,,,1,
604,2017-01-26 03:00:00,5.9,0,5.9,0,,0,0,,0,0,,,1,
605,2017-01-26 04:00:00,6,0,6,0,,0,0,,0,0,,,1,
606,2017-01-26 05:00:00,6.1,0,6.1,0,,0,0,,0,0,,,1,
607,2017-01-26 06:00:00,8.9,0,8.9,0,,0,0,,0,0,,,1,
608,2017-01-26 07:00:00,9.7,0,9.7,0,,0,0,,0,0,,,1,
609,2017-01-26 08:00:00,16.6,0.3,0.6,0.3,,15.7,0,,0,0,,,0.8,
610,2017-01-26 09:00:00,26.2,14.8,0,14.8,,11.4,0,,0,0,,,0.7,
611,2017-01-26 10:00:00,26.2,13.5,0,13.5,,12.6,0,,0,0,,,0.6,
612,2017-01-26 11:00:00,26.2,42.3,0,26.2,,0,15.7,,0,0.4,,,0.7,
613,2017-01-26 12:00:00,26.2,43.4,0,26.2,,0,15.7,,0,1.5,,,0.9,
614,2017-01-26 13:00:00,26.2,41,0,26.2,,0,14.8,,0,0,,,1,
615,2017-01-26 14:00:00,26.2,25.3,0.9,25.3,,0,0,,0,0,,,1,
616,2017-01-26 15:00:00,26.2,24.2,2,24.2,,0,0,,0,0,,,1,
617,2017-01-26 16:00:00,26.2,3.2,23,3.2,,0,0,,0,0,,,1,
618,2017-01-26 17:00:00,28.7,0,28.7,0,,0,0,,0,0,,,1,
619,2017-01-26 18:00:00,22.9,0,22.9,0,,0,0,,0,0,,,1,
620,2017-01-26 19:00:00,22.9,0,18.5,0,,4.5,0,,0,0,,,1,
621,2017-01-26 20:00:00,20.4,0,4.7,0,,15.7,0,,0,0,,,0.8,
622,2017-01-26 21:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.8,
623,2017-01-26 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.8,
624,2017-01-26 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.8,
625,2017-01-27 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.8,
626,2017-01-27 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.8,
627,2017-01-27 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.8,
628,2017-01-27 03:00:00,5.5,0,5.5,0,,0,0,,0,0,,,0.8,
