Time Step,Time Stamp,Electric Load (kW),PV power (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
3902,2017-06-12 13:00:00,27.7,14,0,14,,13.7,0,,0,0,,,0.7,
3903,2017-06-12 14:00:00,27.8,17.5,0,17.5,,10.3,0,,0,0,,,0.6,
3904,2017-06-12 15:00:00,28,14.3,0,14.3,,13.7,0,,0,0,,,0.5,
3905,2017-06-12 16:00:00,28.2,6.3,6.2,6.3,,15.7,0,,0,0,,,0.3,
3906,2017-06-12 17:00:00,20.9,5.9,0,5.9,,15,0,,0,0,,,0.2,
3907,2017-06-12 18:00:00,20.1,4.6,15.6,4.6,,0,0,,0,0,,,0.2,
3908,2017-06-12 19:00:00,20.1,0.4,19.7,0.4,,0,0,,0,0,,,0.2,
3909,2017-06-12 20:00:00,9.3,0,9.3,0,,0,0,,0,0,,,0.2,
3910,2017-06-12 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3911,2017-06-12 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3912,2017-06-12 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3913,2017-06-13 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3914,2017-06-13 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3915,2017-06-13 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3916,2017-06-13 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.2,
3917,2017-06-13 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.2,
3918,2017-06-13 05:00:00,5.1,2.1,3.1,2.1,,0,0,,0,0,,,0.2,
3919,2017-06-13 06:00:00,9,7.9,1.2,7.9,,0,0,,0,0,,,0.2,
3920,2017-06-13 07:00:00,16.6,14.8,1.8,14.8,,0,0,,0,0,,,0.2,
3921,2017-06-13 08:00:00,26.2,32.8,0,26.2,,0,6.6,,0,0,,,0.3,
3922,2017-06-13 09:00:00,26.2,28.7,0,26.2,,0,2.5,,0,0,,,0.3,
3923,2017-06-13 10:00:00,27.4,29.7,0,27.4,,0,2.3,,0,0,,,0.3,
3924,2017-06-13 11:00:00,29.6,49.6,0,29.6,,0,15.7,,0,4.3,,,0.4,
3925,2017-06-13 12:00:00,31.3,59.8,0,31.3,,0,15.7,,0,12.8,,,0.6,
3926,2017-06-13 13:00:00,32.7,56.8,0,32.7,,0,15.7,,0,8.4,,,0.7,
3927,2017-06-13 14:00:00,33.9,51.8,0,33.9,,0,15.7,,0,2.2,,,0.9,
3928,2017-06-13 15:00:00,34.7,44.2,0,34.7,,0,9.5,,0,0,,,1,
3929,2017-06-13 16:00:00,35.4,33.2,0,33.2,,2.2,0,,0,0,,,0.9,
3930,2017-06-13 17:00:00,27.3,19.9,0,19.9,,7.4,0,,0,0,,,0.9,
3931,2017-06-13 18:00:00,25.5,6.8,3,6.8,,15.7,0,,0,0,,,0.7,
3932,2017-06-13 19:00:00,24.6,0.5,8.4,0.5,,15.7,0,,0,0,,,0.5,
3933,2017-06-13 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.4,
3934,2017-06-13 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
3935,2017-06-13 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
3936,2017-06-13 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
3937,2017-06-14 00:00:00,5.4,0,4.7,0,,0.8,0,,0,0,,,0.4,
3938,2017-06-14 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
3939,2017-06-14 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
3940,2017-06-14 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
3941,2017-06-14 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.2,
3942,2017-06-14 05:00:00,5.1,2.2,0,2.2,,3,0,,0,0,,,0.2,
3943,2017-06-14 06:00:00,9,13.2,0,9,,0,4.2,,0,0,,,0.2,
3944,2017-06-14 07:00:00,16.6,27.6,0,16.6,,0,11,,0,0,,,0.3,
3945,2017-06-14 08:00:00,28.1,40,0,28.1,,0,11.9,,0,0,,,0.4,
3946,2017-06-14 09:00:00,29.8,49,0,29.8,,0,15.7,,0,3.5,,,0.6,
3947,2017-06-14 10:00:00,31.5,55,0,31.5,,0,15.7,,0,7.8,,,0.7,
3948,2017-06-14 11:00:00,32.8,58.1,0,32.8,,0,15.7,,0,9.6,,,0.9,
3949,2017-06-14 12:00:00,33.7,58.7,0,33.7,,0,14.6,,0,10.4,,,1,
3950,2017-06-14 13:00:00,34.5,56.2,0,27,,7.4,8.3,,0,20.9,,,1,
3951,2017-06-14 14:00:00,34.4,51.5,0,27,,7.4,8.3,,0,16.2,,,1,
3952,2017-06-14 15:00:00,33.4,43.8,0,26,,7.4,8.3,,0,9.5,,,1,
3953,2017-06-14 16:00:00,32.2,33,0,25.1,,7.1,7.9,,0,0,,,1,
3954,2017-06-14 17:00:00,23.8,19.9,0,19.9,,3.9,0,,0,0,,,1,
3955,2017-06-14 18:00:00,22.6,6.6,0.3,6.6,,15.7,0,,0,0,,,0.8,
3956,2017-06-14 19:00:00,22.2,0.4,6.1,0.4,,15.7,0,,0,0,,,0.6,
3957,2017-06-14 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.6,
3958,2017-06-14 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.6,
3959,2017-06-14 22:00:00,5.4,0,5.3,0,,0.1,0,,0,0,,,0.6,
3960,2017-06-14 23:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
3961,2017-06-15 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
3962,2017-06-15 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
3963,2017-06-15 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
3964,2017-06-15 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
3965,2017-06-15 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.2,
3966,2017-06-15 05:00:00,5.1,2,0,2,,3.1,0,,0,0,,,0.2,
3967,2017-06-15 06:00:00,9,11.6,0,9,,0,2.6,,0,0,,,0.2,
3968,2017-06-15 07:00:00,16.6,22.7,0,16.6,,0,6.1,,0,0,,,0.3,
3969,2017-06-15 08:00:00,26.4,21.6,0,21.6,,4.8,0,,0,0,,,0.2,
3970,2017-06-15 09:00:00,28.3,38.7,0,28.3,,0,10.4,,0,0,,,0.3,
3971,2017-06-15 10:00:00,30.4,55.7,0,30.4,,0,15.7,,0,9.6,,,0.5,
3972,2017-06-15 11:00:00,31.8,58.4,0,31.8,,0,15.7,,0,10.9,,,0.6,
3973,2017-06-15 12:00:00,33,58.6,0,33,,0,15.7,,0,9.9,,,0.7,
3974,2017-06-15 13:00:00,34.3,56.3,0,34.3,,0,15.7,,0,6.3,,,0.9,
3975,2017-06-15 14:00:00,35.2,51.5,0,35.2,,0,12.2,,0,4.1,,,1,
3976,2017-06-15 15:00:00,35.4,43.9,0,28,,7.4,8.3,,0,7.6,,,1,
3977,2017-06-15 16:00:00,35.4,33.3,0,33.3,,2.1,0,,0,0,,,1,
3978,2017-06-15 17:00:00,26.7,20.1,0,20.1,,6.6,0,,0,0,,,0.9,
3979,2017-06-15 18:00:00,24.5,6.7,2,6.7,,15.7,0,,0,0,,,0.8,
3980,2017-06-15 19:00:00,23.3,0.4,7.3,0.4,,15.7,0,,0,0,,,0.6,
3981,2017-06-15 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
3982,2017-06-15 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
3983,2017-06-15 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
3984,2017-06-15 23:00:00,5.4,0,3.9,0,,1.5,0,,0,0,,,0.5,
3985,2017-06-16 00:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
3986,2017-06-16 01:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
3987,2017-06-16 02:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
3988,2017-06-16 03:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
3989,2017-06-16 04:00:00,4.7,0,0,0,,4.7,0,,0,0,,,0.2,
3990,2017-06-16 05:00:00,5,2,0,2,,3,0,,0,0,,,0.2,
3991,2017-06-16 06:00:00,6.5,13.2,0,6.5,,0,6.7,,0,0,,,0.3,
3992,2017-06-16 07:00:00,11.6,28,0,11.6,,0,15.7,,0,0.7,,,0.4,
3993,2017-06-16 08:00:00,19.5,40.5,0,19.5,,0,15.7,,0,5.3,,,0.5,
3994,2017-06-16 09:00:00,28.8,49.7,0,28.8,,0,15.7,,0,5.2,,,0.7,
3995,2017-06-16 10:00:00,30.7,55.9,0,30.7,,0,15.7,,0,9.5,,,0.8,
3996,2017-06-16 11:00:00,32,59,0,32,,0,15.7,,0,11.3,,,1,
3997,2017-06-16 12:00:00,33.1,59.3,0,27.4,,5.7,10,,0,21.9,,,1,
3998,2017-06-16 13:00:00,34.2,56.7,0,26.7,,7.4,8.3,,0,21.7,,,1,
3999,2017-06-16 14:00:00,34.8,51.8,0,27.4,,7.4,8.3,,0,16.1,,,1,
4000,2017-06-16 15:00:00,35.1,44.2,0,27.7,,7.4,8.3,,0,8.2,,,1,
4001,2017-06-16 16:00:00,35,33.4,0,33.4,,1.6,0,,0,0,,,1,
4002,2017-06-16 17:00:00,23.3,20.1,0,20.1,,3.1,0,,0,0,,,1,
4003,2017-06-16 18:00:00,16.3,6.8,0,6.8,,9.5,0,,0,0,,,0.9,
4004,2017-06-16 19:00:00,18.1,0.4,1.9,0.4,,15.7,0,,0,0,,,0.7,
4005,2017-06-16 20:00:00,12.2,0,0,0,,12.2,0,,0,0,,,0.6,
4006,2017-06-16 21:00:00,5.3,0,4.1,0,,1.2,0,,0,0,,,0.6,
4007,2017-06-16 22:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.5,
4008,2017-06-16 23:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.5,
4009,2017-06-17 00:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4010,2017-06-17 01:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4011,2017-06-17 02:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4012,2017-06-17 03:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.2,
4013,2017-06-17 04:00:00,4.7,0,0,0,,4.7,0,,0,0,,,0.2,
4014,2017-06-17 05:00:00,1.5,2.1,0,1.5,,0,0.6,,0,0,,,0.2,
4015,2017-06-17 06:00:00,1.5,13.3,0,1.5,,0,11.8,,0,0,,,0.3,
4016,2017-06-17 07:00:00,6.5,27.9,0,6.5,,0,15.7,,0,5.7,,,0.5,
4017,2017-06-17 08:00:00,6.5,40.4,0,6.5,,0,15.7,,0,18.2,,,0.6,
4018,2017-06-17 09:00:00,14.8,49.6,0,14.8,,0,15.7,,0,19.1,,,0.7,
4019,2017-06-17 10:00:00,16.3,55.8,0,16.3,,0,15.7,,0,23.8,,,0.9,
4020,2017-06-17 11:00:00,22.8,48.5,0,22.8,,0,13.6,,0,12.1,,,1,
4021,2017-06-17 12:00:00,23.4,59.4,0,16,,7.4,8.3,,0,35.1,,,1,
4022,2017-06-17 13:00:00,23.8,56.7,0,23.8,,0,0,,0,32.9,,,1,
4023,2017-06-17 14:00:00,24,51.7,0,16.5,,7.4,8.3,,0,26.9,,,1,
4024,2017-06-17 15:00:00,24,43.9,0,16.5,,7.4,8.3,,0,19.1,,,1,
4025,2017-06-17 16:00:00,18.5,33,0,11,,7.4,8.3,,0,13.7,,,1,
4026,2017-06-17 17:00:00,12,19.9,0,4.6,,7.4,8.3,,0,7,,,1,
4027,2017-06-17 18:00:00,1.5,7.1,0,1.5,,0,0,,0,5.6,,,1,
4028,2017-06-17 19:00:00,4.7,0.5,4.1,0.5,,0,0,,0,0,,,1,
4029,2017-06-17 20:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
4030,2017-06-17 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
4031,2017-06-17 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,1,
4032,2017-06-17 23:00:00,5.3,0,1.1,0,,4.2,0,,0,0,,,1,
4033,2017-06-18 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.9,
4034,2017-06-18 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.8,
4035,2017-06-18 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.8,
4036,2017-06-18 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.7,
4037,2017-06-18 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.7,
4038,2017-06-18 05:00:00,5.1,2.5,0,2.5,,2.7,0,,0,0,,,0.7,
4039,2017-06-18 06:00:00,9,4.5,0,4.5,,4.6,0,,0,0,,,0.6,
4040,2017-06-18 07:00:00,16.6,8.8,0,8.8,,7.8,0,,0,0,,,0.5,
4041,2017-06-18 08:00:00,26.7,15.9,0,15.9,,10.8,0,,0,0,,,0.4,
4042,2017-06-18 09:00:00,29.2,15.3,0,15.3,,13.9,0,,0,0,,,0.3,
4043,2017-06-18 10:00:00,31.3,39.5,0,31.3,,0,8.2,,0,0,,,0.4,
4044,2017-06-18 11:00:00,32.9,51.6,0,32.9,,0,15.7,,0,3,,,0.5,
4045,2017-06-18 12:00:00,34.1,59.8,0,34.1,,0,15.7,,0,10,,,0.6,
4046,2017-06-18 13:00:00,35.7,57.4,0,35.7,,0,15.7,,0,6,,,0.8,
4047,2017-06-18 14:00:00,37,52.7,0,37,,0,15.7,,0,0,,,0.9,
4048,2017-06-18 15:00:00,37.4,44.9,0,37.4,,0,7.5,,0,0,,,1,
4049,2017-06-18 16:00:00,37.5,33.4,4,33.4,,0,0,,0,0,,,1,
4050,2017-06-18 17:00:00,29.1,20.2,8.8,20.2,,0,0,,0,0,,,1,
4051,2017-06-18 18:00:00,27.1,7.3,15.3,7.3,,4.5,0,,0,0,,,1,
4052,2017-06-18 19:00:00,26,0.7,9.5,0.7,,15.7,0,,0,0,,,0.8,
4053,2017-06-18 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.7,
4054,2017-06-18 21:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4055,2017-06-18 22:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4056,2017-06-18 23:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4057,2017-06-19 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4058,2017-06-19 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4059,2017-06-19 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4060,2017-06-19 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4061,2017-06-19 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.3,
4062,2017-06-19 05:00:00,5.1,2.5,0,2.5,,2.7,0,,0,0,,,0.2,
4063,2017-06-19 06:00:00,9,7.2,0,7.2,,1.8,0,,0,0,,,0.2,
4064,2017-06-19 07:00:00,16.7,13.6,0,13.6,,3,0,,0,0,,,0.2,
4065,2017-06-19 08:00:00,28.6,29.4,0,28.6,,0,0.8,,0,0,,,0.2,
4066,2017-06-19 09:00:00,30.3,50.2,0,30.3,,0,15.7,,0,4.2,,,0.3,
4067,2017-06-19 10:00:00,32.2,56.1,0,32.2,,0,15.7,,0,8.2,,,0.5,
4068,2017-06-19 11:00:00,33.8,59.4,0,33.8,,0,15.7,,0,9.9,,,0.6,
4069,2017-06-19 12:00:00,35.2,60.1,0,35.2,,0,15.7,,0,9.2,,,0.8,
4070,2017-06-19 13:00:00,36.6,57.9,0,36.6,,0,15.7,,0,5.6,,,0.9,
4071,2017-06-19 14:00:00,37.8,52.8,0,34.8,,2.9,12.8,,0,5.2,,,1,
4072,2017-06-19 15:00:00,38.1,44.7,0,38.1,,0,0,,0,6.6,,,1,
4073,2017-06-19 16:00:00,38.3,33.5,0,33.5,,4.8,0,,0,0,,,1,
4074,2017-06-19 17:00:00,29.6,20.3,0,20.3,,9.4,0,,0,0,,,0.9,
4075,2017-06-19 18:00:00,27.4,7.3,4.4,7.3,,15.7,0,,0,0,,,0.7,
4076,2017-06-19 19:00:00,26,0.6,9.7,0.6,,15.7,0,,0,0,,,0.5,
4077,2017-06-19 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4078,2017-06-19 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4079,2017-06-19 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4080,2017-06-19 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4081,2017-06-20 00:00:00,5.4,0,4.6,0,,0.9,0,,0,0,,,0.4,
4082,2017-06-20 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4083,2017-06-20 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4084,2017-06-20 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4085,2017-06-20 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.2,
4086,2017-06-20 05:00:00,5.1,2.2,0,2.2,,3,0,,0,0,,,0.2,
4087,2017-06-20 06:00:00,9,12.9,0,9,,0,3.9,,0,0,,,0.2,
4088,2017-06-20 07:00:00,17.1,27.1,0,17.1,,0,10,,0,0,,,0.3,
4089,2017-06-20 08:00:00,29.3,39.3,0,29.3,,0,10,,0,0,,,0.4,
4090,2017-06-20 09:00:00,30.8,48.3,0,30.8,,0,15.7,,0,1.8,,,0.6,
4091,2017-06-20 10:00:00,32.6,54.4,0,32.6,,0,15.7,,0,6.1,,,0.7,
4092,2017-06-20 11:00:00,34.3,57.5,0,34.3,,0,15.7,,0,7.5,,,0.8,
4093,2017-06-20 12:00:00,36.1,58.2,0,36.1,,0,15.7,,0,6.4,,,1,
4094,2017-06-20 13:00:00,37.9,56.1,0,31.5,,6.4,9.3,,0,15.3,,,1,
4095,2017-06-20 14:00:00,39.1,51.4,0,31.6,,7.4,8.3,,0,11.5,,,1,
4096,2017-06-20 15:00:00,39.1,43.8,0,31.7,,7.4,8.3,,0,3.8,,,1,
4097,2017-06-20 16:00:00,38.8,32.9,0,32.9,,5.9,0,,0,0,,,0.9,
4098,2017-06-20 17:00:00,30,19.9,0,19.9,,10.1,0,,0,0,,,0.8,
4099,2017-06-20 18:00:00,27.7,7,4.9,7,,15.7,0,,0,0,,,0.7,
4100,2017-06-20 19:00:00,26.3,0.6,10,0.6,,15.7,0,,0,0,,,0.5,
4101,2017-06-20 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.4,
4102,2017-06-20 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
4103,2017-06-20 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
4104,2017-06-20 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
4105,2017-06-21 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.4,
4106,2017-06-21 01:00:00,5.4,0,1,0,,4.5,0,,0,0,,,0.4,
4107,2017-06-21 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4108,2017-06-21 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4109,2017-06-21 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.2,
4110,2017-06-21 05:00:00,5.1,2.2,0,2.2,,3,0,,0,0,,,0.2,
4111,2017-06-21 06:00:00,9,12.2,0,9,,0,3.2,,0,0,,,0.2,
4112,2017-06-21 07:00:00,17.8,26,0,17.8,,0,8.2,,0,0,,,0.3,
4113,2017-06-21 08:00:00,30,38.1,0,30,,0,8.1,,0,0,,,0.4,
4114,2017-06-21 09:00:00,31.6,47.4,0,31.6,,0,15.7,,0,0.1,,,0.5,
4115,2017-06-21 10:00:00,33.4,53.8,0,33.4,,0,15.7,,0,4.7,,,0.7,
4116,2017-06-21 11:00:00,35,57,0,35,,0,15.7,,0,6.3,,,0.8,
4117,2017-06-21 12:00:00,36.6,57.9,0,36.6,,0,15.7,,0,5.6,,,0.9,
4118,2017-06-21 13:00:00,38.2,55.7,0,33.8,,4.4,11.3,,0,10.6,,,1,
4119,2017-06-21 14:00:00,37.8,51.2,0,30.3,,7.4,8.3,,0,12.6,,,1,
4120,2017-06-21 15:00:00,35.4,43.6,0,35.4,,0,0,,0,8.2,,,1,
4121,2017-06-21 16:00:00,33.4,33.2,0,33.2,,0.2,0,,0,0,,,1,
4122,2017-06-21 17:00:00,24.5,20,0,20,,4.5,0,,0,0,,,1,
4123,2017-06-21 18:00:00,23,7.1,0.3,7.1,,15.7,0,,0,0,,,0.8,
4124,2017-06-21 19:00:00,22.4,0.6,6.1,0.6,,15.7,0,,0,0,,,0.6,
4125,2017-06-21 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4126,2017-06-21 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4127,2017-06-21 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4128,2017-06-21 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4129,2017-06-22 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4130,2017-06-22 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4131,2017-06-22 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4132,2017-06-22 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4133,2017-06-22 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.5,
4134,2017-06-22 05:00:00,5.1,2.4,2.7,2.4,,0,0,,0,0,,,0.5,
4135,2017-06-22 06:00:00,9,3.6,2.3,3.6,,3.1,0,,0,0,,,0.5,
4136,2017-06-22 07:00:00,16.6,7.5,0,7.5,,9.1,0,,0,0,,,0.4,
4137,2017-06-22 08:00:00,28.2,13.7,0,13.7,,14.6,0,,0,0,,,0.3,
4138,2017-06-22 09:00:00,29.7,23.4,0,23.4,,6.3,0,,0,0,,,0.2,
4139,2017-06-22 10:00:00,31.2,55.9,0,31.2,,0,15.7,,0,9,,,0.4,
4140,2017-06-22 11:00:00,32.2,58.2,0,32.2,,0,15.7,,0,10.3,,,0.5,
4141,2017-06-22 12:00:00,33.2,59.2,0,33.2,,0,15.7,,0,10.3,,,0.6,
4142,2017-06-22 13:00:00,34.2,57,0,34.2,,0,15.7,,0,7.1,,,0.8,
4143,2017-06-22 14:00:00,35.1,52.2,0,35.1,,0,15.7,,0,1.4,,,0.9,
4144,2017-06-22 15:00:00,35.4,44.2,0,35.4,,0,8.8,,0,0,,,1,
4145,2017-06-22 16:00:00,35.5,33.3,0,33.3,,2.2,0,,0,0,,,1,
4146,2017-06-22 17:00:00,26.9,20.1,0,20.1,,6.7,0,,0,0,,,0.9,
4147,2017-06-22 18:00:00,24.9,7.3,1.9,7.3,,15.7,0,,0,0,,,0.8,
4148,2017-06-22 19:00:00,23.6,0.7,7.1,0.7,,15.7,0,,0,0,,,0.6,
4149,2017-06-22 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4150,2017-06-22 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4151,2017-06-22 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4152,2017-06-22 23:00:00,5.4,0,4,0,,1.4,0,,0,0,,,0.5,
4153,2017-06-23 00:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4154,2017-06-23 01:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4155,2017-06-23 02:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4156,2017-06-23 03:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4157,2017-06-23 04:00:00,4.7,0,0,0,,4.7,0,,0,0,,,0.2,
4158,2017-06-23 05:00:00,5,2.3,0,2.3,,2.7,0,,0,0,,,0.2,
4159,2017-06-23 06:00:00,6.5,6.5,0,6.5,,0.1,0,,0,0,,,0.2,
4160,2017-06-23 07:00:00,11.6,13.2,0,11.6,,0,1.6,,0,0,,,0.2,
4161,2017-06-23 08:00:00,19.2,28.9,0,19.2,,0,9.7,,0,0,,,0.3,
4162,2017-06-23 09:00:00,28.8,47.7,0,28.8,,0,15.7,,0,3.2,,,0.4,
4163,2017-06-23 10:00:00,31,53.9,0,31,,0,15.7,,0,7.2,,,0.6,
4164,2017-06-23 11:00:00,31.7,57.3,0,31.7,,0,15.7,,0,9.9,,,0.7,
4165,2017-06-23 12:00:00,31.7,58,0,31.7,,0,15.7,,0,10.6,,,0.9,
4166,2017-06-23 13:00:00,31.2,55.9,0,30.8,,0.5,15.2,,0,9.9,,,1,
4167,2017-06-23 14:00:00,31.5,51.2,0,24,,7.4,8.3,,0,18.9,,,1,
4168,2017-06-23 15:00:00,32.3,43.6,0,32.3,,0,0,,0,11.3,,,1,
4169,2017-06-23 16:00:00,32.3,32.9,0,26.8,,5.5,6.1,,0,0,,,1,
4170,2017-06-23 17:00:00,21,19.8,0,19.8,,1.1,0,,0,0,,,1,
4171,2017-06-23 18:00:00,14.5,7.2,0,7.2,,7.2,0,,0,0,,,0.9,
4172,2017-06-23 19:00:00,16.7,0.6,0.4,0.6,,15.7,0,,0,0,,,0.8,
4173,2017-06-23 20:00:00,10.9,0,0,0,,10.9,0,,0,0,,,0.6,
4174,2017-06-23 21:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.6,
4175,2017-06-23 22:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.5,
4176,2017-06-23 23:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.5,
4177,2017-06-24 00:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4178,2017-06-24 01:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4179,2017-06-24 02:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4180,2017-06-24 03:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4181,2017-06-24 04:00:00,4.7,0,0,0,,4.7,0,,0,0,,,0.2,
4182,2017-06-24 05:00:00,1.5,2.2,0,1.5,,0,0.7,,0,0,,,0.2,
4183,2017-06-24 06:00:00,1.5,12,0,1.5,,0,10.5,,0,0,,,0.3,
4184,2017-06-24 07:00:00,6.5,25.3,0,6.5,,0,15.7,,0,3.1,,,0.5,
4185,2017-06-24 08:00:00,6.5,37.4,0,6.5,,0,15.7,,0,15.2,,,0.6,
4186,2017-06-24 09:00:00,14.1,46.8,0,14.1,,0,15.7,,0,17,,,0.8,
4187,2017-06-24 10:00:00,14.6,53.2,0,14.6,,0,15.7,,0,22.9,,,0.9,
4188,2017-06-24 11:00:00,21.5,56.7,0,21.5,,0,11.5,,0,23.7,,,1,
4189,2017-06-24 12:00:00,22.8,57.8,0,15.4,,7.4,8.3,,0,34.1,,,1,
4190,2017-06-24 13:00:00,24.1,55.6,0,24.1,,0,0,,0,31.5,,,1,
4191,2017-06-24 14:00:00,25.2,50.9,0,17.7,,7.4,8.3,,0,24.9,,,1,
4192,2017-06-24 15:00:00,26.1,43.3,0,26.1,,0,0,,0,17.2,,,1,
